# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367111,1,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,40,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,48,20,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,145,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,164,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,184,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,192,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,194,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,220,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,297,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367111,306,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367112,1,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367112,8,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367112,29,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367112,33,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367112,502,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367112,585,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367127,1,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,28,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,34,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,76,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,95,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,130,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,135,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,163,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,191,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,216,10,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,225,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367127,261,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367128,1,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367128,5,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367128,8,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367129,1,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367130,1,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367130,22,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367130,25,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367130,30,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367130,34,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367130,77,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367130,83,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367130,90,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367131,1,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367131,89,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367133,1,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367228,1,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,67,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,74,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,81,19,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,88,20,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,129,19,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,148,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,184,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,209,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,261,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,286,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367228,293,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367229,1,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367230,1,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367231,1,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367232,1,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367232,659,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367232,674,11,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367232,781,12,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367232,865,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367232,944,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367234,1,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367234,154,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367234,261,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367234,522,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367260,1,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,53,7,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,60,8,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,63,7,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,70,8,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,76,9,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,79,10,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,82,9,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,90,8,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,94,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,150,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,185,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367260,218,6,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367262,1,6,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367262,3,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367262,14,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367263,1,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367264,1,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367264,119,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367264,350,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367264,392,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367264,625,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367264,690,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367264,701,19,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367264,717,20,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367267,1,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367267,57,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367267,60,20,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367267,171,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367267,180,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367267,211,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367267,225,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367267,260,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367269,1,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367270,1,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367270,366,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367270,602,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367270,663,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367270,893,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367270,952,20,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367271,1,20,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367312,1,5,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,116,7,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,124,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,137,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,145,20,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,190,19,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,194,18,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,198,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,204,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,206,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,210,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,233,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367312,241,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367314,1,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367315,1,13,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367315,224,14,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367315,434,15,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367315,495,16,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
367315,722,17,26.00,HLT_BTagMu_AK4DiJet110_Mu5_v16/2,ONE,L1_DoubleJet80er2p5_Mu3_dR_Max0p4/13.00
