# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370144,340,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370144,636,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370144,913,17,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370169,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,66,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,68,16,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,96,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,122,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,140,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,154,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,174,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,181,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,183,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,597,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,691,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,696,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,834,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,1026,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,1042,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370169,1184,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370172,1,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370172,7,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370172,121,16,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370172,204,17,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370175,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,36,16,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,42,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,50,19,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,59,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,96,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,100,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,124,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,144,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,174,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,189,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,200,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,211,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,921,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,996,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,1076,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,1155,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,1277,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370175,1498,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370293,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,60,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,96,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,113,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,116,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,123,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,131,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,136,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,142,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,162,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,167,3,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,174,6,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,266,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,395,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,967,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,997,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,1105,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,1245,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370293,1470,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370294,1,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370294,137,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370294,414,17,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370300,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,7,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,9,17,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,21,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,39,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,83,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,97,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,113,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,124,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,130,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,141,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,177,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,181,4,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,200,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,485,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,523,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,537,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,815,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,848,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370300,899,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370304,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370304,10,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370304,13,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370304,15,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370304,17,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370304,125,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370304,223,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370307,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370307,3,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370307,44,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370307,381,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370307,656,17,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370321,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370332,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,627,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,710,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,726,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,781,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,948,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,1151,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,1468,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,1721,16,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370332,1730,17,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370340,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,27,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,45,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,57,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,67,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,86,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,98,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,107,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,121,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,132,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,147,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370340,159,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370354,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370354,175,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370357,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,8,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,217,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,221,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,285,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,408,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,561,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,579,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,592,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,652,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,658,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370357,763,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370406,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370406,279,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370406,531,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370406,681,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370406,750,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370406,754,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370406,801,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370406,829,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370436,1,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370436,15,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370460,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370460,40,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370460,56,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370460,74,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370460,82,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370460,94,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370460,100,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370460,102,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370472,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370497,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,173,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,445,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,633,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,711,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,750,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,823,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,940,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,1085,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370497,1298,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370522,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370522,65,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370522,85,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370522,104,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370522,108,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370522,244,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370560,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370560,217,6,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370560,273,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370579,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370579,52,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370579,80,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370579,92,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370579,103,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370579,117,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370580,1,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,22,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,40,6,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,97,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,335,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,373,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,424,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,748,6,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,778,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,791,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,822,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,940,6,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,971,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,975,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,1090,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,1316,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,1642,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,1919,17,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,2469,19,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370580,2836,20,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370667,1,21,0.00,HLT_PFJet80_v25/0,ONE,L1_ZeroBias/17581.00
370667,5,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370667,21,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370667,52,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370667,70,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370667,71,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370667,90,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370717,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370717,93,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370717,101,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370717,113,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370717,128,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370717,142,7,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370725,1,5,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,31,13,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,42,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,61,15,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,69,14,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,91,12,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,113,11,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,123,10,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,132,9,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
370725,138,8,17581.00,HLT_PFJet80_v25/1,ONE,L1_ZeroBias/17581.00
